Algorithm,Topology,Graph Type,Degree,# of Runs,Avg Time (s),Avg Qubits,Avg Maxchain Size,Avg Fail/No Fail
Layout Aware [No Migration],Zephyr,Complete,49,4,7.304227238,86.15234375,2.57421875,0
Layout Aware [No Migration],Zephyr,Complete,50,4,10.16809313,87.890625,2.40625,0
Layout Aware [No Migration],Zephyr,Complete,51,4,10.16824315,90.2578125,2.328125,0
Layout Aware [No Migration],Zephyr,Complete,52,4,11.42266913,94.703125,2.70703125,0
Layout Aware [No Migration],Zephyr,Complete,53,4,10.52146623,96.08984375,2.65625,0
Layout Aware [No Migration],Zephyr,Complete,54,4,7.505076133,112.3164063,3.015625,0
Layout Aware [No Migration],Zephyr,Complete,55,4,18.97592091,104.796875,2.66015625,0
Layout Aware [No Migration],Zephyr,Complete,56,4,16.60076389,108.6523438,2.92578125,0
Layout Aware [No Migration],Zephyr,Complete,57,4,9.185430898,121.15625,3.2265625,0
Layout Aware [No Migration],Zephyr,Complete,58,4,12.71110496,118,2.80078125,0
Layout Aware [No Migration],Zephyr,Complete,59,4,13.8069584,124.0546875,2.99609375,0
Layout Aware [No Migration],Zephyr,Complete,60,4,20.99522723,132.4140625,3.2578125,0
